sku,display_name,web_price,member_price,description,skills
978-0-13-763142-1,CertPREP Courseware: CompTIA Security+ (SYO-601) - Instructor-Led,$150.00,$150.00,"  Description  Course  description:The CompTIA Security+ course is a great first step for anyone who wants to become certified in a basic vendor-neutral security technology. It covers the industry-standard technologies and methodologies including basic level computer knowledge, networking, and organizational security.  The goal of this course is to provide you with all the tools you need to prepare for the SYO-601 version of the CompTIA Security+ certification exam — including text explanations, self-assessment questions, and two practice exams— to increase your chances of passing the exam on your first try.  Course contents:  CompTIA SY0-601 lessons Practice tests with Practice and Certification modes Lab suite for CompTIA SY0-601  Duration 5 days of instructor-led training  Audience IT professionals with an understanding of computer topics inclusive of installing operating systems and applications, networking, and an interest in how to secure those technologies while protecting against possible exploits and attacks.   Prerequisites  2+ years of IT administration experience with an emphasis on security CompTIA Network+ certification is recommended Knowledge about configuring IPs and VLANs   Course objectives  Upon successful completion of this course, students should be able to:  Explain the different threat actors, vectors and intelligence sources associated with application and network attacks Summarize authentication and authorization design concepts used in deployment and automation Implement a variety of security solutions when given scenarios Utilize appropriate data sources to support an investigation and apply mitigation techniques to secure the environment Compare and contrast various controls and frameworks that impact organizational security  Required course materials  Pearson  CertPREP  CompTIA Security+ Courseware   ","Microsoft Operating Systems, Virtual Local Area Network (VLAN), Information Technology (IT), Operating Systems, Internet Protocol (IP), Microsoft Operating Systems, Virtual Local Area Network (VLAN), Information Technology (IT), Operating Systems, Internet Protocol (IP), "
978-0-13-763142-1-SP,CertPREP Courseware: CompTIA Security+ (SYO-601) - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP CompTIA Security+ SY0-601 course is a great first step for anyone who wants to become certified in a basic vendor-neutral security technology. It covers the industry-standard technologies and methodologies including basic level computer knowledge, networking, and organizational security. The goal of this course is to provide you with all the tools you need to prepare for the SYO-601 version of the CompTIA Security+ certification exam — including text explanations, self-assessment questions, and two practice exams— to increase your chances of passing the exam on your first try. Course contents:  Lessons Video learning MeasureUp Practice Test for CompTIA SY0-601. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Audience: IT professionals with an understanding of computer topics inclusive of installing operating systems and applications, networking, and an interest in how to secure those technologies while protecting against possible exploits and attacks. Prerequisites:  2+ years of IT administration experience with an emphasis on security CompTIA Network+ certification is recommended Knowledge about configuring IPs and VLANs  Required course materials: Self-paced CertPREP CompTIA Security+ (SY0-601) Courseware. Course objectives: Upon successful completion of this course, students should be able to:  Explain the different threat actors, vectors and intelligence sources associated with application and network attacks Summarize authentication and authorization design concepts used in deployment and automation Implement a variety of security solutions when given scenarios Utilize appropriate data sources to support an investigation and apply mitigation techniques to secure the environment Compare and contrast various controls and frameworks that impact organizational security   ","Microsoft Operating Systems, Virtual Local Area Network (VLAN), Threat Management, Information Technology (IT), Security, Operating Systems, Security Management, Internet Protocol (IP), "
978-0-13-767645-3,CertPREP Courseware: Microsoft Azure Data Fundamentals (DP-900) - Instructor-Led,$150.00,$150.00,"  Description  Course description: The Data Fundamentals for Microsoft Azure course focuses on core knowledge for describing fundamental database concepts and skills for cloud environments; cloud data services within Azure; cloud data roles, tasks, and responsibilities; Azure relational and non-relational data offerings, provisioning, and deployment; querying Azure relational databases; working with Azure non-relational data stores; building modern Azure data analytics solutions; and exploring Azure Data Factory, Azure Synapse Analytics, Azure Databricks, and Azure HDInsight. The goal of this course is to demonstrate real-world foundational knowledge of core data concepts and how they are implemented using Data Fundamentals Microsoft Azure data services — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Duration: 1 day of training  Audience: Designed for business users, functional consultants, and other professionals, this course focuses on the critical thinking and decision-making acumen needed for success at the Microsoft Certified: Azure Data Fundamentals level. Passing this exam fulfills your requirements for the Microsoft Certified: Azure Data Fundamentals certification, demonstrating your understanding of the core capabilities of Azure data services and their use with relational data, non-relational data, and analytics workloads. Prerequisites   1-2 years professional experience developing cloud solutions Experience working with Microsoft Azure Foundational knowledge of core data concepts and their implementation  Course objectives:  Upon successful completion of this course, students should be able to:    Describe core data concepts Describe how to work with relational data on Azure Describe how to work with non-relational data on Azure Describe an analytics workload on Azure  Required course materials   Pearson CertPREP Data Fundamentals for Microsoft Azure Courseware   ","Relational Databases, Microsoft Azure, Critical Thinking, Microsoft Azure Databricks, Microsoft Azure Data Factory, Business Acumen, Databricks, Decision Making, "
978-0-13-790602-4,CertPREP Courseware: Microsoft Power BI Analyst  (PL-300) - Instructor-Led,$150.00,$150.00,"  Description                      This instructor-led CertPREP Microsoft Power BI Data Analyst course focuses knowledge and understanding of the Microsoft Power BI data analysis tool, including preparing the data; modeling the data; visualizing and analyzing the data; and deploying and maintaining assets. Designed for data analysts, business intelligence professionals, and report creators who are seeking to validate their skills and knowledge in analyzing data with Power BI.  The goal of this course is to provide you with all the tools you need to prepare for the PL-300 Microsoft Power BI Data Analyst exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try.  Course components:  Lessons Video learning MeasureUp Practice Test for Microsoft PL-300. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs   Duration: 3 days  Audience:   Participants who are familiar with how to get, model, and visualize data in Power BI Desktop, as well as share reports with other people.  Prerequisites:  1-2 years of experience working in the field Experience working with Microsoft Power BI   Required course materials:  One seat of instructor-led CertPREP Microsoft Power BI Data Analyst (PL-300) Courseware for each student.  Course objectives:   Upon successful completion of this course, students should be able to:   Prepare the data Model the data Visualize and analyze the data Deploy and maintain assets   ","Data Visualization, Data Modeling, Data Sharing, Visualization, Microsoft Power BI, Asset Management, Data Analysis, Reporting, Training, Data Literacy, "
978-0-13-790725-0-SP,CertPREP Courseware: EC-Council Certified Ethical Hacker (312-50) - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP Certified Ethical Hacker (CEH 312-50) course is a great next step for anyone who wants to look at how attackers target networks, what tools attackers use, and how these techniques can be used by ethical hackers. Topics include the basic concepts related to ethical hacking, reconnaissance techniques, system hacking phases and attack techniques, network and perimeter hacking, web application hacking occurs, wireless network hacking, and mobile platforms, IoT, and OT hacking. The goal of this course is to provide you with all the tools you need to prepare for the Certified Ethical Hacker exam — including extensive prep tools such as quizzes, foundation topics, exam preparation tasks, exercises, and review questions — to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for EC-Council Certified Ethical Hacker (312-50).  Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: Approximately 40 hours of primary course content. Each learner will progress at their own rate. Audience:  Skilled IT professionals who understand and know how to look for weaknesses and vulnerabilities in target systems and uses the same knowledge and tools as a malicious hacker but in a lawful and legitimate manner to assess the security posture of a target system(s).  Prerequisites:  Minimum 2 years’ experience in Information Security Knowledge of networking, TCP/IP, and basic computer knowledge.  Required course materials: Self-paced CertPREP Certified Ethical Hacker (CEH 312-50) Courseware. Course objectives  Upon successful completion of this course, students should be able to:    Explain basic concepts related to ethical hacking. Demonstrate reconnaissance techniques. Describe system hacking phases and attack techniques. Identify network and perimeter hacking. Explain how web application hacking occurs. Understand wireless network hacking. Describe hacking on mobile platforms, IoT, and OT hacking.   ","Web Applications, Vulnerability Scanning, Transmission Control Protocol (TCP), TCP/IP, Internet Protocol (IP), Network Security, Reconnaissance, Vulnerability Assessment, Ethical Hacking, Security Analysis, "
978-0-13-792720-3,CertPREP Courseware: SCOR 350-701 Implementing and Operating Cisco Security Core Technologies - Instructor-Led,$150.00,$150.00,"  Description                      The Implementing and Operating Cisco Security Core Technologies (SCOR 350-701) course focuses on core knowledge and skills needed to master the topics on the Cisco Certified Specialist - Security Core Certification. Those topics include cybersecurity fundamentals, network security, cloud security, identity management, secure network access, endpoint protection and detection, and visibility and enforcement.  The goal of this course is to demonstrate real-world foundational knowledge of core data concepts and how they are implemented using Cisco Security Core Technologies including text explanations, video demos, lab activities, self-assessment questions, and a practice exam  ̶  to increase your chances of passing the exam on your first try  Duration:  5 days of training   Audience: Current IT professionals, such as system administrators, infrastructure administrators, and virtualization engineers. Passing this exam fulfills one requirement toward earning the CCNP Security certification. It is also the qualifying exam for the CCIE Security certification.  Prerequisites  3 to 5 years of experience in IT and cybersecurity Knowledge of implementing and operating core security technologies; understanding cloud security; hands-on experience with next-generation firewalls, intrusion prevention systems, and other network infrastructure devices; understanding of content security, endpoint protection and detection, and secure network access, visibility an enforcement; and understanding of cybersecurity with hands-on experience in implementing security controls   Course objectives Upon successful completion of this course, students should be able to:   Explain how to monitor for and protect against security threats on-premises and in cloud environments Describe reports that are used to manage threats, predict vulnerabilities and troubleshoot issues  Compare network security solutions and deployment models Configure different AAA for networks, secure network management, and VPNs Identify and describe how to secure the cloud environment  Configure content security features Explain endpoint protection and detection solutions Describe secure network access, visibility, and enforcement   Required course materials   Pearson Cisco Press CCNP and CCIE Security Core SCOR 350-701 Official Cert Guide   ","Threat Detection, Firewalls, Threat Management, Information Technology (IT), Security, Cybersecurity, Network Management, Reporting, Cloud Security, Network Security, "
978-0-13-792721-0,CertPREP Courseware:  AWS Certified SysOps Administrator - Instructor-Led,$150.00,$150.00,"  Description                      The AWS Certified SysOps Administrator - Associate course is a great next step for anyone who wants to demonstrate baseline AWS Well-Architected Framework knowledge to support and maintain AWS workloads, use AWS monitoring and logging services and remediate issues based on monitoring and availability metrics, implement scalability and elasticity for reliability and business continuity, use AWS services to provision, deploy, maintain, and automate cloud resources, implement and manage security controls to meet compliance policies and requirements, implement, configure, and troubleshoot network features and connectivity issues, and identify and implement cost and performance optimization strategies.  The goal of this course is to provide you with all the tools you need to prepare for the AWS Certified SysOps Administrator - Associate exam — including extensive prep tools such as quizzes, Exam Alerts, and our essential last-minute review CramSheet — to increase your chances of passing the exam on your first try.  Duration: 3 days of training  Audience: System administrators in cloud operations roles with at least one year of hands-on experience using AWS technology. In addition, the individual should have experience deploying, managing, and operating workloads on AWS as well as implementing security controls and compliance requirements; familiarity with using both the AWS Management Console and the AWS Command Line Interface; and an understanding of the AWS Well-Architected Framework as well as AWS networking and security services.  Prerequisites:  Minimum one year professional experience with AWS technology Experience deploying, managing, and operating workloads on AWS as well as implementing security controls and compliance requirements Familiarity with using both the AWS Management Console and the AWS Command Line Interface Understanding of the AWS Well-Architected Framework as well as AWS networking and security services  Course objectives:  Upon successful completion of this course, students should be able to:    Demonstrate baseline AWS Well-Architected Framework knowledge to support and maintain AWS workloads Use AWS monitoring and logging services and remediate issues based on monitoring and availability metrics Implement scalability and elasticity for reliability and business continuity Use AWS services to provision, deploy, maintain, and automate cloud resources Implement and manage security controls to meet compliance policies and requirements Implement, configure, and troubleshoot network features and connectivity issues Identify and implement cost and performance optimization strategies  Required course materials:  Pearson CertPREP AWS Certified SysOps Administrator – Associate course   ","AWS Management Console, Security Controls, Security, Cost Management, Amazon Web Services (AWS), Security Policies, Network Management, Scalability, Security Management, Network Monitoring, Network Management Systems, Cost Reduction, Network Troubleshooting, "
978-0-13-792872-9,CertPREP Courseware: Microsoft Azure Security Technologies (AZ-500) - Instructor-Led,$150.00,$150.00,"  Description                      The Microsoft Azure Security Technologies course focuses on the knowledge needed to manage Azure Active Directory identities; configure secure access with Azure AD; manage application access and access control; implement advanced network security; configure advanced security for compute; monitor security with Azure Monitor, Azure Firewall manager, Azure Security Center, Azure Defender, and Azure Sentinel; configure security policies; configure security for storage and databases; and configure and manage Key Vault. You will also learn to demonstrate your real-world knowledge of Microsoft Azure security, including tools and techniques for protecting identity, access, platforms, data, and applications, and for effectively managing security operations.  The goal of this course is to provide you with all the tools you need to prepare for the AZ-500: Microsoft Azure Security Technologies exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try.  Duration:  4 days of training   Audience  Designed for professionals with Azure security experience, this Exam Ref focuses on the critical thinking and decision-making acumen needed for success at the Microsoft Certified: Azure Security Engineer Associate level.  Prerequisites   1-2 years professional experience developing cloud solutions Experience working with Microsoft Azure Management of Azure identity and access, Azure security operations, implementation of Azure platform protection, and how to secure Azure data and applications   Course objectives  Upon successful completion of this course, students should be able to:    Manage identity and access Implement platform protection Manage security operations Secure data and applications   Required course materials:  Pearson CertPREP Exam Ref AZ-500 Microsoft Azure Security Technologies  ","Azure Cloud Services, Autodesk Vault, Access Control, Firewalls, Microsoft Azure, Microsoft Azure Active Directory (Azure AD), Security, Critical Thinking, Security Administration, Cloud Data Management, Security Policies, Network Management, Network Security, Security Management, Key Management, Data Security, Microsoft Active Directory (AD), Decision Making, "
978-0-13-792872-9-SP,CertPREP Courseware: Microsoft Azure Security Technologies (AZ-500) - Self-Paced,$150.00,$150.00,"  Description  This CertPREP Microsoft Azure Security Technologies (AZ-500) course focuses on the knowledge needed to manage Azure Active Directory identities; configure secure access with Azure AD; manage application access and access control; implement advanced network security; configure advanced security for compute; monitor security with Azure Monitor, Azure Firewall manager, Azure Security Center, Azure Defender, and Azure Sentinel; configure security policies; configure security for storage and databases; and configure and manage Key Vault. You will also learn to demonstrate your real-world knowledge of Microsoft Azure security, including tools and techniques for protecting identity, access, platforms, data, and applications, and for effectively managing security operations. The goal of this course is to provide you with all the tools you need to prepare for the AZ-500: Microsoft Azure Security Technologies exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for Microsoft AZ-500. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 32 hours of primary course content. Each learner will progress at their own rate. Audience: Designed for professionals with Azure security experience, this Exam Ref focuses on the critical thinking and decision-making acumen needed for success at the Microsoft Certified: Azure Security Engineer Associate level. Prerequisites:   1-2 years professional experience developing cloud solutions Experience working with Microsoft Azure Management of Azure identity and access, Azure security operations, implementation of Azure platform protection, and how to secure Azure data and applications  Required course materials: Self-paced CertPREP Microsoft Azure Security Technologies (AZ-500) Courseware. Course objectives: Upon successful completion of this course, students should be able to:    Manage identity and access Implement platform protection Manage security operations Secure data and applications   ","Security Policies, Configuration Management, Cloud Computing, Microsoft Active Directory (AD), Microsoft Azure, Security, Cloud Data Management, Network Management, Cloud Applications, Network Security, Security Administration, Key Management, Azure Cloud Services, Access Control, Firewalls, Microsoft Azure Active Directory (Azure AD), Critical Thinking, Security Management, Decision Making, "
978-0-13-794788-1,CertPREP Courseware: Cisco CCNP and CCIE Enterprise Core (ENCOR 350-401) - Instructor-Led,$150.00,$150.00,"  Description                      The Cisco Certified Network Professional (CCNP) and Cisco Certified Internetwork Expert (CCIE) Enterprise Core (ENCOR 350-401) course focuses on core knowledge and skills needed to master the topics on the CCNP and CCIE Enterprise Core exam. Those topics include enterprise network architecture, virtualization, network assurance, security, and automation.  The goal of this course is to demonstrate real-world foundational knowledge of core data concepts and how they are implemented using the CCNP and CCIE Enterprise Core including text explanations, video demos, lab activities, self-assessment questions, and a practice exam — to increase your chances of passing the exam on your first try.  Duration: 5 days of training  Audience: Current IT professionals, such as routing/switching engineers or specialists. Passing this exam fulfills one requirement toward earning the CCNP certification. It is one of the foundation topics in the CCNP certification, and the knowledge contained within is vitally important to being a truly skilled routing/switching engineer or specialist.  Prerequisites:  3 to 5 years of experience in IT and cybersecurity Knowledge of enterprise network architecture, virtualization, network assurance, security, and automation  Course objectives:  Upon successful completion of this course, students should be able to:    Explain different enterprise network architectures. Describe virtualization. Configure and verify varying workflows to check for network assurances. Identify security feature. Interpret basic automation components.  Required course materials: Pearson Cisco Press CCNP and CCIE Enterprise Core ENCOR 350-401  ","Cybersecurity, Network Architecture, Information Technology (IT), Virtualization, Cybersecurity, Network Architecture, Information Technology (IT), Virtualization, "
978-0-13-794788-1-SP,CertPREP Courseware: Cisco CCNP and CCIE Enterprise Core (ENCOR 350-401) - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP Cisco CCNP and CCIE Enterprise Core (ENCOR 350-401) course focuses on core knowledge and skills needed to master the topics on the CCNP and CCIE Enterprise Core exam. Those topics include enterprise network architecture, virtualization, network assurance, security, and automation. The goal of this course is to demonstrate real-world foundational knowledge of core data concepts and how they are implemented using the CCNP and CCIE Enterprise Core including text explanations, video demos, lab activities, self-assessment questions, and a practice exam — to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for Cisco (ENCOR 350-401). Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 40 hours of primary course content. Each learner will progress at their own rate. Audience: Current IT professionals, such as routing/switching engineers or specialists. Passing this exam fulfills one requirement toward earning the CCNP certification. It is one of the foundation topics in the CCNP certification, and the knowledge contained within is vitally important to being a truly skilled routing/switching engineer or specialist. Prerequisites:  3 to 5 years of experience in IT and cybersecurity Knowledge of enterprise network architecture, virtualization, network assurance, security, and automation  Required course materials: Self-paced CertPREP Cisco CCNP and CCIE Enterprise Core (ENCOR 350-401) Courseware. Course objectives:  Upon successful completion of this course, students should be able to:    Explain different enterprise network architectures. Describe virtualization. Configure and verify varying workflows to check for network assurances. Identify security feature. Interpret basic automation components.   ","Virtualization, Network Architecture, Information Technology (IT), Security, Cybersecurity, Workflows, Virtualization, Network Architecture, Information Technology (IT), Security, Cybersecurity, Workflows, "
978-0-13-796856-5,CertPREP Courseware: CompTIA A+ Core 1 (220-1101) - Instructor-Led,$150.00,$150.00,"  Description  This instructor-led CertPREP CompTIA A+ Core 1 course is based on a vendor-neutral exam that measures knowledge of industry-standard technology. It covers the basic concepts of PC or mobile device hardware, networking, virtualizations and clous computing, and troubleshooting hardware and network issues. The goal of this course is to provide you with all the tools you need to prepare for the COMPTIA A+ Core 1 (220-1101) exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for CompTIA A+ Core 1 (220-1101). Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: 5 days Audience:  Entry-level IT professional with knowledge equivalent to what is learned in 6 to 12 months of hands-on experience in a lab or in the field.  Prerequisites:  6 months to 1-year professional experience working with desktop PCs, laptops, and mobile devices. Experience navigating through Windows and accessing the Internet. Basic knowledge of macOS and Linux features.  Course objectives  Upon successful completion of this course, students should be able to:    Understand the installation, configuration, and network of mobile devices. Compare and contrast network protocols. Describe different types of hardware and their uses. Describe common cloud models and how they interact with client-side virtualizations. Discuss hardware and network trouble shooting.  Required course materials: Instructor-led CertPREP CompTIA A+ Core 1 (220-1101) Courseware.  ","Troubleshooting, Cloud Infrastructure, Network Protocols, Mobile Device Management (MDM), Microsoft Windows, Network Troubleshooting, Web Navigation, Cloud Architecture, Computer Literacy, Device Management, Linux, Cloud Computing, Internet Services, Hardware Architecture, "
978-0-13-796856-5-SP,CertPREP Courseware: CompTIA A+ Core 1 (220-1101) - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP CompTIA A+ Core 1 course is based on a vendor-neutral exam that measures knowledge of industry-standard technology. It covers the basic concepts of PC or mobile device hardware, networking, virtualizations and clous computing, and troubleshooting hardware and network issues. The goal of this course is to provide you with all the tools you need to prepare for the COMPTIA A+ Core 1 (220-1101) exam — including text explanations, video demos, lab activities, self-assessment questions, and a practice exam— to increase your chances of passing the exam on your first try. Course components:  Lessons Video learning MeasureUp Practice Test for CompTIA A+ Core 1 (220-1101). Practice Mode with remediation and Certification mode to simulate the test day experience.  Duration: Approximately 95 hours. Each learner will progress at their own rate. Audience:  Entry-level IT professional with knowledge equivalent to what is learned in 6 to 12 months of hands-on experience in a lab or in the field.  Prerequisites:  6 months to 1-year professional experience working with desktop PCs, laptops, and mobile devices. Experience navigating through Windows and accessing the Internet. Basic knowledge of macOS and Linux features.  Course objectives  Upon successful completion of this course, students should be able to:    Understand the installation, configuration, and network of mobile devices. Compare and contrast network protocols. Describe different types of hardware and their uses. Describe common cloud models and how they interact with client-side virtualizations. Discuss hardware and network trouble shooting.  Required course materials: Self-paced CertPREP CompTIA A+ Core 1 (220-1101) Courseware.  ","Troubleshooting, Cloud Infrastructure, Network Protocols, Mobile Device Management (MDM), Microsoft Windows, Network Troubleshooting, Web Navigation, Cloud Architecture, Computer Literacy, Device Management, Linux, Cloud Computing, Internet Services, Hardware Architecture, "
978-0-13-802713-1,CertPREP Courseware:  IT Specialist Networking - Instructor-Led,$150.00,$150.00,"  Description                      Networking course helps students to develop professionally in the field of Information Technology as network engineers, network Architects and network specialists. These professionals analyze, develop, and evaluate computer networks and network operations.  They also create network inventory, diagnose, and find the solutions for the faults occurring in the networks. Troubleshooting, providing support and solving the issues occurring in the network.  Upon completion of this instructor-led IT Specialist Networking course, students can expect to gain knowledge of network fundamentals and infrastructure which includes cloud concepts, remote access methods, wireless networking, routers, switches, major protocols (ISO and TCP). Students will also understand the process of troubleshooting a faulty network by using appropriate hardware and software troubleshooting tools.  The goal of this course is to provide students with the information and tools needed to prepare for the Networking certificate—including text explanations, video demos, lab activities, self-assessment questions, and a practice exam—to increase the chances of passing the exam on the first try.  Course components:  Lessons Video learning MeasureUp Practice Test for IT Specialist Networking (INF-101) Practice Mode with remediation and Certification mode to simulate the test day experience.   Duration: Five (5) days.  Audience: Designed for high school students or adults looking to gain expertise in creating a network solution, supporting connectivity issues, configuring security settings or access permission, and troubleshooting the network issues. By becoming a Networking certified: Network architect, you will have the ability to work as a network professional in fields such as educational service, manufacturing, health care, finance and insurance etc. as developing and maintaining IT infrastructure is required in every industry.  Prerequisites:  Basic understanding of computers Usage of internet and search methods Basic knowledge of computer networking Decision making and problem-solving skills   Course objectives:  Upon successful completion of this course, students should be able to:     Analyze and identify the different types of networks Make a decision on the type of network or protocol suitable for which type of organization Work on switches and routers Provide support to connectivity issues Troubleshoot and find solutions for the network faults   Required course materials: Instructor-led CertPREP IT Specialist Networking (INF-101) Courseware.                                                                                                 ","Troubleshooting, Problem Management, Information Technology (IT), Network Troubleshooting, Problem Solving, Network Management, Information Infrastructure, Manufacturing, Design, Decision Making, "
978-0-13-802717-9,CertPREP Courseware: IT Specialist HTML and CSS - Instructor-Led,$150.00,$150.00,"  Description                      HTML is a markup language that instructs devices how to render information on a screen in a visually appealing manner. This instructor-led CertPREP IT Specialist HTML and CSS (INF-301) course covers the fundamentals of HTML and CSS as well as accessibility principles. Upon completion, the learner should be able to translate a design document into a functional web page with information-gathering functionality (web form).  After taking this course, you will be able to create a basic website. This includes incorporating basic design elements, such as fonts, tables, images, borders, and colors, understanding best practices for accessibility, structural integrity, and scalability (separating content and style elements), and creating web forms. Upon completion, you may choose to pursue an entry-level position in website development or take more advanced courses that would prepare you to design and create web applications.  Course components:  Lessons Video learning MeasureUp Practice Test for IT Specialist HTML and CSS (INF-301). Practice mode with remediation and Certification mode to simulate the test day experience.  Duration:  Three (3) days of training  Audience:  Designed for high school students and beginners who are interested in obtaining a working-level proficiency with HTML and CSS.  Prerequisites:  None  Course objectives  Upon successful completion of this course, students should be able to:  Create well-formatted HTML documents, including metadata elements, and evaluate their structural integrity. Create websites that utilize semantic elements, navigation, and form elements. Choose and implement an appropriate styling method (inline, embedded, or external style sheets) Insert links, images, and other media to a website. Implement design elements into a website, including text fonts, tables, and colors. Create responsive layouts for a website. Implement accessibility best practices when developing web content.  Required course materials: Instructor-led CertPREP IT Specialist HTML and CSS (INF-301) Courseware.   ","HyperText Markup Language (HTML), Web Applications, Design Elements, Style Sheets, Web Development, Web Application Development, Style Guides, Design, Web Accessibility, Structural Analysis, Best Practices, Web Pages, Website Architecture, Responsive Web Design (RWD), Web Engineering, Cascading Style Sheets (CSS), Web Design, Styling, "
978-0-13-802717-9-SP,CertPREP Courseware: IT Specialist HTML and CSS - Self-Paced,$150.00,$150.00,"  Description                      HTML is a markup language that instructs devices how to render information on a screen in a visually appealing manner. This self-paced CertPREP IT Specialist HTML and CSS (INF-301) course covers the fundamentals of HTML and CSS as well as accessibility principles. Upon completion, the learner should be able to translate a design document into a functional web page with information-gathering functionality (web form).  After taking this course, you will be able to create a basic website. This includes incorporating basic design elements, such as fonts, tables, images, borders, and colors, understanding best practices for accessibility, structural integrity, and scalability (separating content and style elements), and creating web forms. Upon completion, you may choose to pursue an entry-level position in website development or take more advanced courses that would prepare you to design and create web applications.  Course components:  Lessons Video learning MeasureUp Practice Test for IT Specialist HTML and CSS (INF-301). Practice mode with remediation and Certification mode to simulate the test day experience.  Duration: Approximately 24 hours of primary content. Each learner will progress at their own rate.  Audience:  Designed for high school students and beginners who are interested in obtaining a working-level proficiency with HTML and CSS.  Prerequisites:  None  Course objectives   Upon successful completion of this course, students should be able to:  Create well-formatted HTML documents, including metadata elements, and evaluate their structural integrity. Create websites that utilize semantic elements, navigation, and form elements. Choose and implement an appropriate styling method (inline, embedded, or external style sheets) Insert links, images, and other media to a website. Implement design elements into a website, including text fonts, tables, and colors. Create responsive layouts for a website. Implement accessibility best practices when developing web content.  Required course materials: Self-paced CertPREP IT Specialist HTML and CSS (INF-301) Courseware.   ","HyperText Markup Language (HTML), Web Applications, Design Elements, Style Sheets, Web Development, Web Application Development, Style Guides, Design, Web Accessibility, Structural Analysis, Best Practices, Web Pages, Website Architecture, Responsive Web Design (RWD), Web Engineering, Cascading Style Sheets (CSS), Web Design, Styling, "
978-0-13-802718-6,CertPREP Courseware:  IT Specialist Java - Instructor-Led,$150.00,$150.00,"  Description                      The Java course will teach learners software programming basics using Java. As of the year 2022, Java is the second most popular programming language, and it is commonly used for developing web, desktop, and mobile applications. No coding experience is needed to take this course. Learners will learn to solve complicated problems by using the programming skills and tools taught. After completing this course, learners will be prepared for designing, coding, and debugging Java computer programs.  Duration:  5 days of training  Audience:  Designed to instruct a high school student or adult in their first experience of coding. The course is written so no previous coding experience is required. The course can also be helpful for those with computer programming experience to learn the syntax and basics of the Java programming language. After receiving the Java Certification, you are prepared to practice and write Java programs.  Prerequisites:  None  Course objectives: Upon successful completion of this course, students should be able to:   Read, write, and modify a computer program written in Java Understand Java syntax and data types Use branching and iteration to solve complex problems Implement object-oriented programming Troubleshoot and debug code   Required course materials:  None   ","Debugging, Computer Literacy, Problem Solving, Object Oriented Programming (OOP), Java, Problem Management, "
978-0-13-802718-6-SP,CertPREP Courseware: IT Specialist Java - Self-Paced,$150.00,$150.00,"  Description  This self-paced CertPREP IT Specialist Java course teaches learners software programming basics using Java. As of 2022, Java is the second most popular programming language, and it is commonly used for developing web, desktop, and mobile applications. No coding experience is needed to take this course. Learners will learn to solve complicated problems by using the programming skills and tools taught. After completing this course, learners will be prepared for designing, coding, and debugging Java computer programs. Course components:  Lessons MeasureUp Practice Test for IT Specialist Java. Practice Mode with remediation and Certification mode to simulate the test day experience. Labs  Duration: Approximately 40 hours of primary course content. Each learner will progress at their own rate. Audience: Designed to instruct a high school student or adult in their first experience of coding. The course is written so no previous coding experience is required. The course can also be helpful for those with computer programming experience to learn the syntax and basics of the Java programming language. After receiving the Java Certification, you are prepared to practice and write Java programs. Prerequisites: None Required course materials: Self-paced CertPREP IT Specialist Java Courseware. Course objectives: Upon successful completion of this course, students should be able to: Read, write, and modify a computer program written in Java Understand Java syntax and data types Use branching and iteration to solve complex problems Implement object-oriented programming Troubleshoot and debug code   ","Debugging, Problem Solving, Object Oriented Programming (OOP), Java, Problem Management, "
