sku,name,id,confidence,description,skill_percentage_rolling,skill_changes_1y,in_demand
978-0-13-810750-5,Web Development,FS007955,0.9922143816947936,Web development is the work involved in developing a website for the Internet (World Wide Web) or an intranet (a private network).,0.0067660624190161,-0.2263633731676551,True
978-0-13-802717-9-SP,Web Development,FS007955,0.9988021850585938,Web development is the work involved in developing a website for the Internet (World Wide Web) or an intranet (a private network).,0.0067660624190161,-0.2263633731676551,True
978-0-13-802717-9,Web Development,FS007955,0.9978067278862,Web development is the work involved in developing a website for the Internet (World Wide Web) or an intranet (a private network).,0.0067660624190161,-0.2263633731676551,True
978-0-13-810748-2,Web Development,FS007955,0.9275627136230468,Web development is the work involved in developing a website for the Internet (World Wide Web) or an intranet (a private network).,0.0067660624190161,-0.2263633731676551,True
978-0-13-810748-2-SP,Web Development,FS007955,0.9740856885910034,Web development is the work involved in developing a website for the Internet (World Wide Web) or an intranet (a private network).,0.0067660624190161,-0.2263633731676551,True
978-0-13-810750-5,JavaScript (JS),FS004038,0.897363543510437,"JavaScript, or JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS.",0.0136343995026826,-0.1640625398117636,True
978-0-13-810748-2,JavaScript (JS),FS004038,0.9976510405540466,"JavaScript, or JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS.",0.0136343995026826,-0.1640625398117636,True
978-0-13-810748-2-SP,JavaScript (JS),FS004038,1.0,"JavaScript, or JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS.",0.0136343995026826,-0.1640625398117636,True
978-0-13-810750-5,JavaScript Frameworks,FS004039,0.9753780364990234,A JavaScript framework is a set of libraries that can be used to create Web applications,0.0056922623062519,-0.2260256895399935,True
978-0-13-810748-2,JavaScript Frameworks,FS004039,0.9773259162902832,A JavaScript framework is a set of libraries that can be used to create Web applications,0.0056922623062519,-0.2260256895399935,True
978-0-13-810748-2-SP,JavaScript Frameworks,FS004039,0.9976510405540466,A JavaScript framework is a set of libraries that can be used to create Web applications,0.0056922623062519,-0.2260256895399935,True
978-0-13-810750-5,Content Management (CM),FS001632,0.9168720245361328,"Content management (CM) is a set of processes and technologies that supports the collection, managing, and publishing of information in any form or medium.",0.0045936063888664,0.1348067524678943,True
978-0-13-810750-5,Application Development,FS000377,0.9297949075698853,"Application development is the process of designing, coding, testing, and debugging an application",0.0072159095013048,-0.0201850277304655,True
978-0-13-810750-5,Web Application Development,FS007947,0.9967256784439088,Web application development is the process of developing a web application,0.00384077218504,-0.2684537284914065,True
978-0-13-802717-9-SP,Web Application Development,FS007947,0.9978067278862,Web application development is the process of developing a web application,0.00384077218504,-0.2684537284914065,True
978-0-13-802717-9,Web Application Development,FS007947,0.9963101744651794,Web application development is the process of developing a web application,0.00384077218504,-0.2684537284914065,True
978-0-13-810748-2,Web Application Development,FS007947,0.9095916748046876,Web application development is the process of developing a web application,0.00384077218504,-0.2684537284914065,True
978-0-13-810748-2-SP,Web Application Development,FS007947,0.9185115694999696,Web application development is the process of developing a web application,0.00384077218504,-0.2684537284914065,True
978-0-13-806580-5-SP,Web Application Development,FS007947,0.9512258768081664,Web application development is the process of developing a web application,0.00384077218504,-0.2684537284914065,True
978-0-13-810750-5,Web Engineering,FS007956,0.9893651008605956,Web engineering is the process of designing and developing a web site,0.000323481890848,-0.4287821142592021,False
978-0-13-802717-9-SP,Web Engineering,FS007956,0.9970871806144714,Web engineering is the process of designing and developing a web site,0.000323481890848,-0.4287821142592021,False
978-0-13-802717-9,Web Engineering,FS007956,0.9930014610290528,Web engineering is the process of designing and developing a web site,0.000323481890848,-0.4287821142592021,False
978-0-13-810750-5,Web Design,FS007954,0.8938677906990051,Web design encompasses many different skills and disciplines in the production and maintenance of websites.,0.0021485332354867,-0.1911049964249677,False
978-0-13-802717-9-SP,Web Design,FS007954,0.9173980355262756,Web design encompasses many different skills and disciplines in the production and maintenance of websites.,0.0021485332354867,-0.1911049964249677,False
978-0-13-802717-9,Web Design,FS007954,0.9173980355262756,Web design encompasses many different skills and disciplines in the production and maintenance of websites.,0.0021485332354867,-0.1911049964249677,False
CPC-ITS-CLOUD-VUE,Cloud Infrastructure,FS001339,0.9424554109573364,"Cloud infrastructure is the group of technologies that are required to build, deploy and manage an application in the cloud",0.0043425533272587,-0.1737700805605991,True
CPC-ITS-CLOUD-VUE-SP,Cloud Infrastructure,FS001339,0.9424554109573364,"Cloud infrastructure is the group of technologies that are required to build, deploy and manage an application in the cloud",0.0043425533272587,-0.1737700805605991,True
978-0-13-796856-5-SP,Cloud Infrastructure,FS001339,0.979451596736908,"Cloud infrastructure is the group of technologies that are required to build, deploy and manage an application in the cloud",0.0043425533272587,-0.1737700805605991,True
978-0-13-796856-5,Cloud Infrastructure,FS001339,0.979451596736908,"Cloud infrastructure is the group of technologies that are required to build, deploy and manage an application in the cloud",0.0043425533272587,-0.1737700805605991,True
CPC-ITS-CLOUD-VUE,Cloud Computing,FS001335,0.9877113699913024,"Cloud computing is the on-demand availability of computer system resources, especially data storage (cloud storage) and computing power, without direct active management by the user.",0.0153232733264309,-0.0274994677957177,True
CPC-ITS-CLOUD-VUE-SP,Cloud Computing,FS001335,0.9877113699913024,"Cloud computing is the on-demand availability of computer system resources, especially data storage (cloud storage) and computing power, without direct active management by the user.",0.0153232733264309,-0.0274994677957177,True
978-0-13-672158-1-SP,Cloud Computing,FS001335,0.9046064019203186,"Cloud computing is the on-demand availability of computer system resources, especially data storage (cloud storage) and computing power, without direct active management by the user.",0.0153232733264309,-0.0274994677957177,True
978-0-13-578358-0-SP,Cloud Computing,FS001335,0.9649999141693116,"Cloud computing is the on-demand availability of computer system resources, especially data storage (cloud storage) and computing power, without direct active management by the user.",0.0153232733264309,-0.0274994677957177,True
978-0-13-796856-5-SP,Cloud Computing,FS001335,0.990389049053192,"Cloud computing is the on-demand availability of computer system resources, especially data storage (cloud storage) and computing power, without direct active management by the user.",0.0153232733264309,-0.0274994677957177,True
978-0-13-792872-9-SP,Cloud Computing,FS001335,0.9169560074806212,"Cloud computing is the on-demand availability of computer system resources, especially data storage (cloud storage) and computing power, without direct active management by the user.",0.0153232733264309,-0.0274994677957177,True
978-0-13-796856-5,Cloud Computing,FS001335,0.990389049053192,"Cloud computing is the on-demand availability of computer system resources, especially data storage (cloud storage) and computing power, without direct active management by the user.",0.0153232733264309,-0.0274994677957177,True
CPC-ITS-CLOUD-VUE,Cloud Architecture,FS001334,0.991209864616394,"Cloud architecture describes the design of software-based systems that deliver services over networks, as opposed to on-premises systems",0.002811389636249,-0.1204223762937284,False
CPC-ITS-CLOUD-VUE-SP,Cloud Architecture,FS001334,0.991209864616394,"Cloud architecture describes the design of software-based systems that deliver services over networks, as opposed to on-premises systems",0.002811389636249,-0.1204223762937284,False
978-0-13-578358-0-SP,Cloud Architecture,FS001334,0.9848009347915648,"Cloud architecture describes the design of software-based systems that deliver services over networks, as opposed to on-premises systems",0.002811389636249,-0.1204223762937284,False
978-0-13-796856-5-SP,Cloud Architecture,FS001334,0.9202067852020264,"Cloud architecture describes the design of software-based systems that deliver services over networks, as opposed to on-premises systems",0.002811389636249,-0.1204223762937284,False
978-0-13-796856-5,Cloud Architecture,FS001334,0.9202067852020264,"Cloud architecture describes the design of software-based systems that deliver services over networks, as opposed to on-premises systems",0.002811389636249,-0.1204223762937284,False
CPC-ITS-CLOUD-VUE,Cloud Applications,FS001333,0.9987863898277284,Cloud Applications are applications that are hosted on Cloud Servers,0.0042989324908903,-0.1858386059029922,True
CPC-ITS-CLOUD-VUE-SP,Cloud Applications,FS001333,0.9987863898277284,Cloud Applications are applications that are hosted on Cloud Servers,0.0042989324908903,-0.1858386059029922,True
978-0-13-672158-1-SP,Cloud Applications,FS001333,0.9976413249969482,Cloud Applications are applications that are hosted on Cloud Servers,0.0042989324908903,-0.1858386059029922,True
978-0-13-578358-0-SP,Cloud Applications,FS001333,0.9708269834518432,Cloud Applications are applications that are hosted on Cloud Servers,0.0042989324908903,-0.1858386059029922,True
978-0-13-792872-9-SP,Cloud Applications,FS001333,0.9537131190299988,Cloud Applications are applications that are hosted on Cloud Servers,0.0042989324908903,-0.1858386059029922,True
CPC-ITS-CLOUD-VUE,Cloud-Based Testing,FS001343,0.9955768585205078,Cloud-based testing is a type of software testing that uses the cloud to provide all or part of the infrastructure needed to support the testing process,0.0001642726522211,-0.1604590314842826,False
CPC-ITS-CLOUD-VUE-SP,Cloud-Based Testing,FS001343,0.9955768585205078,Cloud-based testing is a type of software testing that uses the cloud to provide all or part of the infrastructure needed to support the testing process,0.0001642726522211,-0.1604590314842826,False
CPC-ITS-CLOUD-VUE,Governance,FS003319,0.9876147508621216,"Governance encompasses the system by which an organisation is controlled and operates, and the mechanisms by which it, and its people, are held to account.",0.0277098191844522,-0.1452206850477935,True
CPC-ITS-CLOUD-VUE-SP,Governance,FS003319,0.9876147508621216,"Governance encompasses the system by which an organisation is controlled and operates, and the mechanisms by which it, and its people, are held to account.",0.0277098191844522,-0.1452206850477935,True
978-0-13-810825-0-SP,Governance,FS003319,0.965814173221588,"Governance encompasses the system by which an organisation is controlled and operates, and the mechanisms by which it, and its people, are held to account.",0.0277098191844522,-0.1452206850477935,True
978-0-13-806575-1,Stored Procedures,FS007086,0.9962723255157472,A stored procedure is a custom function available to applications that access a relational database management system (RDBMS) that is run on the database server to modify results of a query.,0.001249226951454,-0.0382057445173998,False
978-0-13-806575-1-SP,Stored Procedures,FS007086,0.9947888851165771,A stored procedure is a custom function available to applications that access a relational database management system (RDBMS) that is run on the database server to modify results of a query.,0.001249226951454,-0.0382057445173998,False
978-0-13-806575-1,Database Management,FS008263,0.9797717928886414,Database Management is the process of managing a database,,,
978-0-13-806575-1-SP,Database Management,FS008263,0.9896075129508972,Database Management is the process of managing a database,,,
ITS-CompThink-VUE,Database Management,FS008263,0.8451642990112305,Database Management is the process of managing a database,,,
978-0-13-810824-3-SP,Database Management,FS008263,0.994134247303009,Database Management is the process of managing a database,,,
978-0-13-806577-5,Database Management,FS008263,0.9799121022224426,Database Management is the process of managing a database,,,
978-0-13-806577-5-SP,Database Management,FS008263,0.914806306362152,Database Management is the process of managing a database,,,
978-0-13-806575-1,Database Queries,FS001986,0.8764002919197083,Database queries are commands that are used to retrieve data from a database,0.0060408411166544,-0.1265303805146733,True
978-0-13-806577-5,Database Queries,FS001986,0.9568930864334106,Database queries are commands that are used to retrieve data from a database,0.0060408411166544,-0.1265303805146733,True
978-0-13-806575-1,Database Design,FS001981,0.9694785475730896,Database design is the organization of data according to a database model.,0.0024869642521847,-0.0951702803340565,False
978-0-13-806575-1-SP,Database Design,FS001981,0.946115493774414,Database design is the organization of data according to a database model.,0.0024869642521847,-0.0951702803340565,False
978-0-13-806575-1,Records Management,FS006181,0.9901214838027954,"Records management, also known as records and information management, is an organizational function devoted to the  management of information in an organization throughout its life cycle, from the time of creation or receipt to its eventual disposition.",0.004382840487596,-0.1679632731463203,True
978-0-13-806575-1-SP,Records Management,FS006181,0.9903104901313782,"Records management, also known as records and information management, is an organizational function devoted to the  management of information in an organization throughout its life cycle, from the time of creation or receipt to its eventual disposition.",0.004382840487596,-0.1679632731463203,True
978-0-13-806575-1,Database Administration,FS001978,0.9963886737823486,Database administration is the function of managing and maintaining database management systems (DBMS) software.,0.0064644276377551,-0.1270180170999371,True
978-0-13-806575-1-SP,Database Administration,FS001978,0.9963725805282592,Database administration is the function of managing and maintaining database management systems (DBMS) software.,0.0064644276377551,-0.1270180170999371,True
978-0-13-810824-3-SP,Database Administration,FS001978,0.9069957733154296,Database administration is the function of managing and maintaining database management systems (DBMS) software.,0.0064644276377551,-0.1270180170999371,True
978-0-13-806575-1,Database Development,FS001982,0.9409128427505492,Database development is the process of designing and creating a database,0.0081650741601917,-0.1707170981658355,True
978-0-13-806575-1-SP,Database Development,FS001982,0.923088550567627,Database development is the process of designing and creating a database,0.0081650741601917,-0.1707170981658355,True
978-0-13-810824-3-SP,Database Development,FS001982,0.8777965307235718,Database development is the process of designing and creating a database,0.0081650741601917,-0.1707170981658355,True
978-0-13-806577-5,Database Development,FS001982,0.9022408723831176,Database development is the process of designing and creating a database,0.0081650741601917,-0.1707170981658355,True
978-0-13-806575-1,Database Systems,FS001990,0.9951022863388062,A database system is a collection of data and the software designed to manage it,0.0048560862016496,-0.1603125155864965,True
978-0-13-806575-1-SP,Database Systems,FS001990,0.9937939643859864,A database system is a collection of data and the software designed to manage it,0.0048560862016496,-0.1603125155864965,True
978-0-13-810824-3-SP,Database Systems,FS001990,0.9173435568809508,A database system is a collection of data and the software designed to manage it,0.0048560862016496,-0.1603125155864965,True
978-0-13-806575-1,Reporting,FS008288,0.9953961968421936,Reporting is the process of producing reports that convey information to an audience in an understandable fashion.,,,
978-0-13-790602-4,Reporting,FS008288,0.8634140491485596,Reporting is the process of producing reports that convey information to an audience in an understandable fashion.,,,
978-0-13-792720-3,Reporting,FS008288,0.9604352712631226,Reporting is the process of producing reports that convey information to an audience in an understandable fashion.,,,
Pearson-ITS-AI-VUE,Data Visualization,FS001974,0.9380785822868348,Data visualization refers to the use of graphics to communicate information,0.0048911002832335,-0.0349406354133988,True
Pearson-ITS-AI-VUE-SP,Data Visualization,FS001974,0.9380785822868348,Data visualization refers to the use of graphics to communicate information,0.0048911002832335,-0.0349406354133988,True
978-0-13-790602-4,Data Visualization,FS001974,0.9751484394073486,Data visualization refers to the use of graphics to communicate information,0.0048911002832335,-0.0349406354133988,True
Pearson-ITS-AI-VUE,Data Analysis,FS001897,0.8743417859077454,"Data analysis is a process of inspecting, cleansing, transforming, and modelling data with the goal of discovering useful information, informing conclusions, and supporting decision-making.",0.0332054365379049,0.0308778748980464,True
Pearson-ITS-AI-VUE-SP,Data Analysis,FS001897,0.8743417859077454,"Data analysis is a process of inspecting, cleansing, transforming, and modelling data with the goal of discovering useful information, informing conclusions, and supporting decision-making.",0.0332054365379049,0.0308778748980464,True
ITS-CompThink-VUE,Data Analysis,FS001897,0.9419960975646972,"Data analysis is a process of inspecting, cleansing, transforming, and modelling data with the goal of discovering useful information, informing conclusions, and supporting decision-making.",0.0332054365379049,0.0308778748980464,True
978-0-13-790602-4,Data Analysis,FS001897,0.9220643639564514,"Data analysis is a process of inspecting, cleansing, transforming, and modelling data with the goal of discovering useful information, informing conclusions, and supporting decision-making.",0.0332054365379049,0.0308778748980464,True
978-0-13-674716-1-SP,Data Analysis,FS001897,0.964420199394226,"Data analysis is a process of inspecting, cleansing, transforming, and modelling data with the goal of discovering useful information, informing conclusions, and supporting decision-making.",0.0332054365379049,0.0308778748980464,True
Pearson-ITS-AI-VUE,Machine Learning (ML),FS004409,0.9536342024803162,Machine learning (ML) is the study of computer algorithms that can improve automatically through experience and by the use of data.,0.0056132080579813,-0.1491168284226904,True
Pearson-ITS-AI-VUE-SP,Machine Learning (ML),FS004409,0.9536342024803162,Machine learning (ML) is the study of computer algorithms that can improve automatically through experience and by the use of data.,0.0056132080579813,-0.1491168284226904,True
Pearson-ITS-AI-VUE,Artificial Intelligence (AI),FS000456,0.8719881772994995,"Artificial intelligence (AI) is intelligence demonstrated by machines, as opposed to natural intelligence displayed by animals including humans.",0.0080904857798117,0.2802234854532359,True
Pearson-ITS-AI-VUE-SP,Artificial Intelligence (AI),FS000456,0.8719881772994995,"Artificial intelligence (AI) is intelligence demonstrated by machines, as opposed to natural intelligence displayed by animals including humans.",0.0080904857798117,0.2802234854532359,True
ITS-CompThink-VUE,Artificial Intelligence (AI),FS000456,0.9838745594024658,"Artificial intelligence (AI) is intelligence demonstrated by machines, as opposed to natural intelligence displayed by animals including humans.",0.0080904857798117,0.2802234854532359,True
Pearson-ITS-AI-VUE,Data Transformation,FS001971,0.9835484623908995,"In computing, Data transformation is the process of converting data from one format or structure into another format or structure.",0.0014319606209414,-0.0419859889582364,False
Pearson-ITS-AI-VUE-SP,Data Transformation,FS001971,0.995010256767273,"In computing, Data transformation is the process of converting data from one format or structure into another format or structure.",0.0014319606209414,-0.0419859889582364,False
Pearson-ITS-AI-VUE,Data Extraction,FS001921,0.9940539002418518,Data extraction is the act or process of retrieving data out of (usually unstructured or poorly structured) data sources for further data processing or data storage (data migration).,0.0016336375375611,-0.1603934880091038,False
Pearson-ITS-AI-VUE-SP,Data Extraction,FS001921,0.9835484623908995,Data extraction is the act or process of retrieving data out of (usually unstructured or poorly structured) data sources for further data processing or data storage (data migration).,0.0016336375375611,-0.1603934880091038,False
Pearson-ITS-AI-VUE,Data Conversion,FS001910,0.9873102903366088,Data conversion is the conversion of computer data from one format to another.,0.0009066550478622,-0.0351744966489038,False
Pearson-ITS-AI-VUE-SP,Data Conversion,FS001910,0.9940539002418518,Data conversion is the conversion of computer data from one format to another.,0.0009066550478622,-0.0351744966489038,False
Pearson-ITS-AI-VUE,Applications Of Artificial Intelligence,FS000391,0.971888780593872,Artificial intelligence applications are systems that apply artificial intelligence techniques to real-world situations,0.0001447213761272,-0.14963365415067,False
Pearson-ITS-AI-VUE-SP,Applications Of Artificial Intelligence,FS000391,0.9873102903366088,Artificial intelligence applications are systems that apply artificial intelligence techniques to real-world situations,0.0001447213761272,-0.14963365415067,False
ITS-CompThink-VUE,Applications Of Artificial Intelligence,FS000391,0.931787610054016,Artificial intelligence applications are systems that apply artificial intelligence techniques to real-world situations,0.0001447213761272,-0.14963365415067,False
Pearson-ITS-AI-VUE,Cluster Development,FS001346,0.9902931451797484,Cluster development (or cluster initiative or economic clustering) is the economic development of business clusters.,0.0005024415874701,-0.0563100754840465,False
Pearson-ITS-AI-VUE-SP,Cluster Development,FS001346,0.971888780593872,Cluster development (or cluster initiative or economic clustering) is the economic development of business clusters.,0.0005024415874701,-0.0563100754840465,False
Pearson-ITS-AI-VUE,Cluster Analysis,FS001345,0.975152850151062,Cluster analysis or clustering is the task of grouping a set of objects in such a way that objects in the same group (called a cluster) are more similar (in some sense) to each other than to those in other groups (clusters).,0.0001982803410409,-0.1194859026254011,False
Pearson-ITS-AI-VUE-SP,Cluster Analysis,FS001345,0.9902931451797484,Cluster analysis or clustering is the task of grouping a set of objects in such a way that objects in the same group (called a cluster) are more similar (in some sense) to each other than to those in other groups (clusters).,0.0001982803410409,-0.1194859026254011,False
Pearson-ITS-AI-VUE,Computer Clusters,FS001518,0.9509000182151794,A computer cluster is a set of computers that work together so that they can be viewed as a single system.,2.2193057099695773e-05,0.0131487175903648,False
Pearson-ITS-AI-VUE-SP,Computer Clusters,FS001518,0.975152850151062,A computer cluster is a set of computers that work together so that they can be viewed as a single system.,2.2193057099695773e-05,0.0131487175903648,False
Pearson-ITS-AI-VUE,Regression Analysis,FS006241,0.9977492690086364,"In statistical modeling, regression analysis is a set of statistical processes for estimating the relationships between a dependent variable (often called the 'outcome' or 'response' variable) and one or more independent variables (often called 'predictors', 'covariates', 'explanatory variables' or 'features').",0.0006148535625669,-0.219508633787003,False
Pearson-ITS-AI-VUE-SP,Regression Analysis,FS006241,0.9509000182151794,"In statistical modeling, regression analysis is a set of statistical processes for estimating the relationships between a dependent variable (often called the 'outcome' or 'response' variable) and one or more independent variables (often called 'predictors', 'covariates', 'explanatory variables' or 'features').",0.0006148535625669,-0.219508633787003,False
Pearson-ITS-AI-VUE,Linear Regression,FS004320,0.998990833759308,"In statistics and econometrics, linear regression is a method of modeling the relationship between a scalar dependent variable and one or more explanatory variables, in which the variables are modeled as linear combinations of the independent variables",0.0001021069325229,-0.2757716280331263,False
Pearson-ITS-AI-VUE-SP,Linear Regression,FS004320,0.9977492690086364,"In statistics and econometrics, linear regression is a method of modeling the relationship between a scalar dependent variable and one or more explanatory variables, in which the variables are modeled as linear combinations of the independent variables",0.0001021069325229,-0.2757716280331263,False
Pearson-ITS-AI-VUE,General Linear Models,FS003191,0.9146795272827148,The general linear model or general multivariate regression model is a compact way of simultaneously writing several multiple linear regression models.,6.989188081420487e-05,-0.3201818774456711,False
Pearson-ITS-AI-VUE-SP,General Linear Models,FS003191,0.998990833759308,The general linear model or general multivariate regression model is a compact way of simultaneously writing several multiple linear regression models.,6.989188081420487e-05,-0.3201818774456711,False
978-0-13-802717-9-SP,Styling,FS008330,0.9762380719184875,"Styling is the practice of giving a document, such as a website, interface, or publication, a particular and consistent appearance",,,
978-0-13-802717-9,Styling,FS008330,0.9762380719184875,"Styling is the practice of giving a document, such as a website, interface, or publication, a particular and consistent appearance",,,
978-0-13-802717-9-SP,Style Sheets,FS007155,0.9930676221847534,A style sheet is a file or form that is used in word processing and desktop publishing to define the layout style of a document.,,,
978-0-13-802717-9,Style Sheets,FS007155,0.9930676221847534,A style sheet is a file or form that is used in word processing and desktop publishing to define the layout style of a document.,,,
978-0-13-802717-9-SP,Style Guides,FS007154,0.8627786636352539,"A style guide or manual of style is a set of standards for the writing, formatting, and design of documents.",0.0007829421206852,0.0774624707200429,False
978-0-13-802717-9,Style Guides,FS007154,0.8627786636352539,"A style guide or manual of style is a set of standards for the writing, formatting, and design of documents.",0.0007829421206852,0.0774624707200429,False
978-0-13-802717-9-SP,Responsive Web Design (RWD),FS006345,0.9387291073799132,Responsive web design (RWD) or responsive design is an approach to web design that aims to make web pages render well on a variety of devices and window or screen sizes from minimum to maximum display size to ensure usability and satisfaction.,0.0002867590382168,-0.3270085002664747,False
978-0-13-802717-9,Responsive Web Design (RWD),FS006345,0.9387291073799132,Responsive web design (RWD) or responsive design is an approach to web design that aims to make web pages render well on a variety of devices and window or screen sizes from minimum to maximum display size to ensure usability and satisfaction.,0.0002867590382168,-0.3270085002664747,False
978-0-13-802717-9-SP,Web Accessibility,FS008449,0.9773188233375548,"Web accessibility, or eAccessibility, is the inclusive practice of ensuring there are no barriers that prevent interaction with, or access to, websites on the World Wide Web by people with physical disabilities, situational disabilities, and socio-economic restrictions on bandwidth and speed.",0.0002803432843458,-0.2262051815435407,False
978-0-13-802717-9,Web Accessibility,FS008449,0.9946883916854858,"Web accessibility, or eAccessibility, is the inclusive practice of ensuring there are no barriers that prevent interaction with, or access to, websites on the World Wide Web by people with physical disabilities, situational disabilities, and socio-economic restrictions on bandwidth and speed.",0.0002803432843458,-0.2262051815435407,False
978-0-13-802717-9-SP,Design Elements,FS002090,0.9942628741264344,Design elements are the basic units of any visual design which form its structure and convey visual messages.,,,
978-0-13-802717-9,Design Elements,FS002090,0.99649977684021,Design elements are the basic units of any visual design which form its structure and convey visual messages.,,,
978-0-13-802717-9-SP,Website Architecture,FS007973,0.9930014610290528,"Website architecture is the organization scheme of a website, including the hierarchical structure of folders, files, and web pages, and the navigational structure of links",0.0001236185778552,-0.3313313904618234,False
978-0-13-802717-9,Website Architecture,FS007973,0.9952932000160216,"Website architecture is the organization scheme of a website, including the hierarchical structure of folders, files, and web pages, and the navigational structure of links",0.0001236185778552,-0.3313313904618234,False
978-0-13-806577-5,Website Architecture,FS007973,0.9738786816596984,"Website architecture is the organization scheme of a website, including the hierarchical structure of folders, files, and web pages, and the navigational structure of links",0.0001236185778552,-0.3313313904618234,False
978-0-13-802717-9-SP,Design,FS002084,0.9952932000160216,"A design is a plan or specification for the construction of an object or system or for the implementation of an activity or process, or the result of that plan or specification in the form of a prototype, product or process.",,,
978-0-13-802717-9,Design,FS002084,0.9988021850585938,"A design is a plan or specification for the construction of an object or system or for the implementation of an activity or process, or the result of that plan or specification in the form of a prototype, product or process.",,,
978-0-13-802713-1,Design,FS002084,0.9286060333251952,"A design is a plan or specification for the construction of an object or system or for the implementation of an activity or process, or the result of that plan or specification in the form of a prototype, product or process.",,,
978-0-13-802717-9-SP,Web Applications,FS007949,0.9963101744651794,"A web application (or web app) is application software that runs on a web server, unlike computer-based software programs that are run locally on the operating system (OS) of the device.",0.0059644181661316,-0.1805171762623705,True
978-0-13-802717-9,Web Applications,FS007949,0.9341505169868468,"A web application (or web app) is application software that runs on a web server, unlike computer-based software programs that are run locally on the operating system (OS) of the device.",0.0059644181661316,-0.1805171762623705,True
978-0-13-810748-2,Web Applications,FS007949,0.971718728542328,"A web application (or web app) is application software that runs on a web server, unlike computer-based software programs that are run locally on the operating system (OS) of the device.",0.0059644181661316,-0.1805171762623705,True
978-0-13-810748-2-SP,Web Applications,FS007949,0.9790512323379515,"A web application (or web app) is application software that runs on a web server, unlike computer-based software programs that are run locally on the operating system (OS) of the device.",0.0059644181661316,-0.1805171762623705,True
978-0-13-790725-0-SP,Web Applications,FS007949,0.9092605710029602,"A web application (or web app) is application software that runs on a web server, unlike computer-based software programs that are run locally on the operating system (OS) of the device.",0.0059644181661316,-0.1805171762623705,True
978-0-13-802717-9-SP,Structural Analysis,FS007118,0.9341505169868468,Structural analysis is the determination of the effects of loads on physical structures and their components.,0.0006645756550676,0.1375800278788221,False
978-0-13-802717-9,Structural Analysis,FS007118,0.9845442175865172,Structural analysis is the determination of the effects of loads on physical structures and their components.,0.0006645756550676,0.1375800278788221,False
978-0-13-802717-9-SP,Web Pages,FS007960,0.9845442175865172,A web page (or webpage) is a hypertext document provided by a website and displayed to a user in a web browser.,0.0009652250100804,-0.2009759133063695,False
978-0-13-802717-9,Web Pages,FS007960,0.9429242610931396,A web page (or webpage) is a hypertext document provided by a website and displayed to a user in a web browser.,0.0009652250100804,-0.2009759133063695,False
978-0-13-810748-2,Web Pages,FS007960,0.9790512323379515,A web page (or webpage) is a hypertext document provided by a website and displayed to a user in a web browser.,0.0009652250100804,-0.2009759133063695,False
978-0-13-810748-2-SP,Web Pages,FS007960,0.9649032354354858,A web page (or webpage) is a hypertext document provided by a website and displayed to a user in a web browser.,0.0009652250100804,-0.2009759133063695,False
978-0-13-802717-9-SP,Best Practices,FS008279,0.9429242610931396,A best practice is a method or technique that has been generally accepted as superior to any alternatives because it produces results that are superior to those achieved by other means or because it has become a standard way of doing things.,0.0153040260648177,-0.1592519394818301,True
