,sku,name,id,confidence,description
45,Pearson-ITS-AI-VUE,General Linear Models,FS003191,0.9146795272827148,The general linear model or general multivariate regression model is a compact way of simultaneously writing several multiple linear regression models.
46,Pearson-ITS-AI-VUE-SP,Data Visualization,FS001974,0.9380785822868348,Data visualization refers to the use of graphics to communicate information
47,Pearson-ITS-AI-VUE-SP,Data Analysis,FS001897,0.8743417859077454,"Data analysis is a process of inspecting, cleansing, transforming, and modelling data with the goal of discovering useful information, informing conclusions, and supporting decision-making."
48,Pearson-ITS-AI-VUE-SP,Machine Learning (ML),FS004409,0.9536342024803162,Machine learning (ML) is the study of computer algorithms that can improve automatically through experience and by the use of data.
49,Pearson-ITS-AI-VUE-SP,Artificial Intelligence (AI),FS000456,0.8719881772994995,"Artificial intelligence (AI) is intelligence demonstrated by machines, as opposed to natural intelligence displayed by animals including humans."
50,Pearson-ITS-AI-VUE-SP,Data Transformation,FS001971,0.995010256767273,"In computing, Data transformation is the process of converting data from one format or structure into another format or structure."
51,Pearson-ITS-AI-VUE-SP,Data Extraction,FS001921,0.9835484623908995,Data extraction is the act or process of retrieving data out of (usually unstructured or poorly structured) data sources for further data processing or data storage (data migration).
52,Pearson-ITS-AI-VUE-SP,Data Conversion,FS001910,0.9940539002418518,Data conversion is the conversion of computer data from one format to another.
53,Pearson-ITS-AI-VUE-SP,Applications Of Artificial Intelligence,FS000391,0.9873102903366088,Artificial intelligence applications are systems that apply artificial intelligence techniques to real-world situations
54,Pearson-ITS-AI-VUE-SP,Cluster Development,FS001346,0.971888780593872,Cluster development (or cluster initiative or economic clustering) is the economic development of business clusters.
55,Pearson-ITS-AI-VUE-SP,Cluster Analysis,FS001345,0.9902931451797484,Cluster analysis or clustering is the task of grouping a set of objects in such a way that objects in the same group (called a cluster) are more similar (in some sense) to each other than to those in other groups (clusters).
56,Pearson-ITS-AI-VUE-SP,Computer Clusters,FS001518,0.975152850151062,A computer cluster is a set of computers that work together so that they can be viewed as a single system.
57,Pearson-ITS-AI-VUE-SP,Regression Analysis,FS006241,0.9509000182151794,"In statistical modeling, regression analysis is a set of statistical processes for estimating the relationships between a dependent variable (often called the 'outcome' or 'response' variable) and one or more independent variables (often called 'predictors', 'covariates', 'explanatory variables' or 'features')."
58,Pearson-ITS-AI-VUE-SP,Linear Regression,FS004320,0.9977492690086364,"In statistics and econometrics, linear regression is a method of modeling the relationship between a scalar dependent variable and one or more explanatory variables, in which the variables are modeled as linear combinations of the independent variables"
59,Pearson-ITS-AI-VUE-SP,General Linear Models,FS003191,0.998990833759308,The general linear model or general multivariate regression model is a compact way of simultaneously writing several multiple linear regression models.
60,978-0-13-802717-9-SP,Cascading Style Sheets (CSS),FS001041,0.9951327443122864,Cascading Style Sheets (CSS) is a style sheet language used for describing the presentation of a document written in a markup language such as HTML.
61,978-0-13-802717-9-SP,Styling,FS008330,0.9762380719184875,"Styling is the practice of giving a document, such as a website, interface, or publication, a particular and consistent appearance"
62,978-0-13-802717-9-SP,Style Sheets,FS007155,0.9930676221847534,A style sheet is a file or form that is used in word processing and desktop publishing to define the layout style of a document.
63,978-0-13-802717-9-SP,Style Guides,FS007154,0.8627786636352539,"A style guide or manual of style is a set of standards for the writing, formatting, and design of documents."
64,978-0-13-802717-9-SP,Responsive Web Design (RWD),FS006345,0.9387291073799132,Responsive web design (RWD) or responsive design is an approach to web design that aims to make web pages render well on a variety of devices and window or screen sizes from minimum to maximum display size to ensure usability and satisfaction.
65,978-0-13-802717-9-SP,Web Design,FS007954,0.9173980355262756,Web design encompasses many different skills and disciplines in the production and maintenance of websites.
66,978-0-13-802717-9-SP,HyperText Markup Language (HTML),FS003624,0.8791584372520447,HTML is a markup language used to create documents for the World Wide Web
67,978-0-13-802717-9-SP,Web Accessibility,FS008449,0.9773188233375548,"Web accessibility, or eAccessibility, is the inclusive practice of ensuring there are no barriers that prevent interaction with, or access to, websites on the World Wide Web by people with physical disabilities, situational disabilities, and socio-economic restrictions on bandwidth and speed."
68,978-0-13-802717-9-SP,Design Elements,FS002090,0.9942628741264344,Design elements are the basic units of any visual design which form its structure and convey visual messages.
69,978-0-13-802717-9-SP,Web Engineering,FS007956,0.9970871806144714,Web engineering is the process of designing and developing a web site
70,978-0-13-802717-9-SP,Website Architecture,FS007973,0.9930014610290528,"Website architecture is the organization scheme of a website, including the hierarchical structure of folders, files, and web pages, and the navigational structure of links"
71,978-0-13-802717-9-SP,Design,FS002084,0.9952932000160216,"A design is a plan or specification for the construction of an object or system or for the implementation of an activity or process, or the result of that plan or specification in the form of a prototype, product or process."
72,978-0-13-802717-9-SP,Web Development,FS007955,0.9988021850585938,Web development is the work involved in developing a website for the Internet (World Wide Web) or an intranet (a private network).
73,978-0-13-802717-9-SP,Web Application Development,FS007947,0.9978067278862,Web application development is the process of developing a web application
74,978-0-13-802717-9-SP,Web Applications,FS007949,0.9963101744651794,"A web application (or web app) is application software that runs on a web server, unlike computer-based software programs that are run locally on the operating system (OS) of the device."
75,978-0-13-802717-9-SP,Structural Analysis,FS007118,0.9341505169868468,Structural analysis is the determination of the effects of loads on physical structures and their components.
76,978-0-13-802717-9-SP,Web Pages,FS007960,0.9845442175865172,A web page (or webpage) is a hypertext document provided by a website and displayed to a user in a web browser.
77,978-0-13-802717-9-SP,Best Practices,FS008279,0.9429242610931396,A best practice is a method or technique that has been generally accepted as superior to any alternatives because it produces results that are superior to those achieved by other means or because it has become a standard way of doing things.
78,978-0-13-802717-9,Styling,FS008330,0.9762380719184875,"Styling is the practice of giving a document, such as a website, interface, or publication, a particular and consistent appearance"
79,978-0-13-802717-9,Style Sheets,FS007155,0.9930676221847534,A style sheet is a file or form that is used in word processing and desktop publishing to define the layout style of a document.
80,978-0-13-802717-9,Style Guides,FS007154,0.8627786636352539,"A style guide or manual of style is a set of standards for the writing, formatting, and design of documents."
81,978-0-13-802717-9,Responsive Web Design (RWD),FS006345,0.9387291073799132,Responsive web design (RWD) or responsive design is an approach to web design that aims to make web pages render well on a variety of devices and window or screen sizes from minimum to maximum display size to ensure usability and satisfaction.
82,978-0-13-802717-9,Web Design,FS007954,0.9173980355262756,Web design encompasses many different skills and disciplines in the production and maintenance of websites.
83,978-0-13-802717-9,HyperText Markup Language (HTML),FS003624,0.8791584372520447,HTML is a markup language used to create documents for the World Wide Web
84,978-0-13-802717-9,Cascading Style Sheets (CSS),FS001041,0.9773188233375548,Cascading Style Sheets (CSS) is a style sheet language used for describing the presentation of a document written in a markup language such as HTML.
85,978-0-13-802717-9,Web Accessibility,FS008449,0.9946883916854858,"Web accessibility, or eAccessibility, is the inclusive practice of ensuring there are no barriers that prevent interaction with, or access to, websites on the World Wide Web by people with physical disabilities, situational disabilities, and socio-economic restrictions on bandwidth and speed."
86,978-0-13-802717-9,Design Elements,FS002090,0.99649977684021,Design elements are the basic units of any visual design which form its structure and convey visual messages.
87,978-0-13-802717-9,Web Engineering,FS007956,0.9930014610290528,Web engineering is the process of designing and developing a web site
88,978-0-13-802717-9,Website Architecture,FS007973,0.9952932000160216,"Website architecture is the organization scheme of a website, including the hierarchical structure of folders, files, and web pages, and the navigational structure of links"
89,978-0-13-802717-9,Design,FS002084,0.9988021850585938,"A design is a plan or specification for the construction of an object or system or for the implementation of an activity or process, or the result of that plan or specification in the form of a prototype, product or process."
90,978-0-13-802717-9,Web Development,FS007955,0.9978067278862,Web development is the work involved in developing a website for the Internet (World Wide Web) or an intranet (a private network).
91,978-0-13-802717-9,Web Application Development,FS007947,0.9963101744651794,Web application development is the process of developing a web application
92,978-0-13-802717-9,Web Applications,FS007949,0.9341505169868468,"A web application (or web app) is application software that runs on a web server, unlike computer-based software programs that are run locally on the operating system (OS) of the device."
93,978-0-13-802717-9,Structural Analysis,FS007118,0.9845442175865172,Structural analysis is the determination of the effects of loads on physical structures and their components.
94,978-0-13-802717-9,Web Pages,FS007960,0.9429242610931396,A web page (or webpage) is a hypertext document provided by a website and displayed to a user in a web browser.
95,978-0-13-802717-9,Best Practices,FS008279,0.8748492002487183,A best practice is a method or technique that has been generally accepted as superior to any alternatives because it produces results that are superior to those achieved by other means or because it has become a standard way of doing things.
96,978-0-13-806575-1-SP,Stored Procedures,FS007086,0.9947888851165771,A stored procedure is a custom function available to applications that access a relational database management system (RDBMS) that is run on the database server to modify results of a query.
97,978-0-13-806575-1-SP,Database Management,FS008263,0.9896075129508972,Database Management is the process of managing a database
98,978-0-13-806575-1-SP,Database Development,FS001982,0.923088550567627,Database development is the process of designing and creating a database
99,978-0-13-806575-1-SP,Business Case,FS000890,0.997927188873291,A business case captures the reasoning for initiating a project or task.
100,978-0-13-806575-1-SP,Records Management,FS006181,0.9903104901313782,"Records management, also known as records and information management, is an organizational function devoted to the  management of information in an organization throughout its life cycle, from the time of creation or receipt to its eventual disposition."
101,978-0-13-806575-1-SP,Database Administration,FS001978,0.9963725805282592,Database administration is the function of managing and maintaining database management systems (DBMS) software.
102,978-0-13-806575-1-SP,Database Design,FS001981,0.946115493774414,Database design is the organization of data according to a database model.
103,978-0-13-806575-1-SP,Database Systems,FS001990,0.9937939643859864,A database system is a collection of data and the software designed to manage it
104,978-0-13-802718-6,Java,FS004029,0.9963576197624208,"Java is a high-level, class-based, object-oriented programming language that is designed to have as few implementation dependencies as possible."
105,978-0-13-802718-6,Computer Literacy,FS001527,0.9832809567451476,"Computer literacy is defined as the knowledge and ability to use computers and related technology efficiently, with skill levels ranging from elementary use to computer programming and advanced problem solving."
106,978-0-13-802718-6,Problem Solving,FS005816,0.9673936367034912,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.
107,978-0-13-802718-6,Problem Management,FS005815,0.9817912578582764,Problem management is the process responsible for managing the lifecycle of all problems that happen or could happen in an IT service.
108,978-0-13-802718-6,Debugging,FS002014,0.97340726852417,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems."
109,978-0-13-802718-6,Object Oriented Programming (OOP),FS005173,0.96417897939682,"Object-oriented programming (OOP) is a programming paradigm based on the concept of ""objects"", which may contain data, in the form of fields, often known as attributes; and code, in the form of procedures, often known as methods"
110,978-0-13-802718-6-SP,Java,FS004029,0.9992820620536804,"Java is a high-level, class-based, object-oriented programming language that is designed to have as few implementation dependencies as possible."
111,978-0-13-802718-6-SP,Problem Solving,FS005816,0.9963576197624208,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.
112,978-0-13-802718-6-SP,Problem Management,FS005815,0.9887729287147522,Problem management is the process responsible for managing the lifecycle of all problems that happen or could happen in an IT service.
113,978-0-13-802718-6-SP,Debugging,FS002014,0.9695720076560974,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems."
114,978-0-13-802718-6-SP,Object Oriented Programming (OOP),FS005173,0.9449899792671204,"Object-oriented programming (OOP) is a programming paradigm based on the concept of ""objects"", which may contain data, in the form of fields, often known as attributes; and code, in the form of procedures, often known as methods"
115,978-0-13-810748-2,Cascading Style Sheets (CSS),FS001041,0.9892950654029846,Cascading Style Sheets (CSS) is a style sheet language used for describing the presentation of a document written in a markup language such as HTML.
116,978-0-13-810748-2,Event Processing,FS002723,0.9293171763420104,"In programming and software design, an event is an action or occurrence recognized by software, often originating asynchronously from the external environment, that may be handled by the software."
117,978-0-13-810748-2,HyperText Markup Language (HTML),FS003624,0.9930826425552368,HTML is a markup language used to create documents for the World Wide Web
118,978-0-13-810748-2,Event Management,FS002725,0.8773205876350403,"Event management is the application of project management to the creation and development of small and/or large-scale personal or corporate events such as festivals, conferences, ceremonies, weddings, formal parties, concerts, or conventions."
119,978-0-13-810748-2,Web Development,FS007955,0.9275627136230468,Web development is the work involved in developing a website for the Internet (World Wide Web) or an intranet (a private network).
120,978-0-13-810748-2,Web Application Development,FS007947,0.9095916748046876,Web application development is the process of developing a web application
121,978-0-13-810748-2,Web Applications,FS007949,0.971718728542328,"A web application (or web app) is application software that runs on a web server, unlike computer-based software programs that are run locally on the operating system (OS) of the device."
122,978-0-13-810748-2,Debugging,FS002014,0.9400469064712524,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems."
123,978-0-13-810748-2,Java,FS004029,0.8901730179786682,"Java is a high-level, class-based, object-oriented programming language that is designed to have as few implementation dependencies as possible."
124,978-0-13-810748-2,JavaScript (JS),FS004038,0.9976510405540466,"JavaScript, or JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
125,978-0-13-810748-2,JavaScript Frameworks,FS004039,0.9773259162902832,A JavaScript framework is a set of libraries that can be used to create Web applications
126,978-0-13-810748-2,Web Pages,FS007960,0.9790512323379515,A web page (or webpage) is a hypertext document provided by a website and displayed to a user in a web browser.
127,978-0-13-810748-2,Web Administration,FS007945,0.9959806203842164,Web administration is the process of managing a website
128,978-0-13-810748-2,Website Management,FS007974,0.9649032354354858,The process of managing a website. This includes managing the website's content and user interaction.
129,978-0-13-810748-2,Management,FS004450,0.9778006076812744,"Management (or managing) is the administration of an organization, whether it is a business, a non-profit organization, or a government body."
130,978-0-13-810748-2,Network Architecture,FS005056,0.9760270714759828,"Network architecture is a framework for the specification of a network's physical components and their functional organization and configuration, its operational principles and procedures, as well as communication protocols used."
131,978-0-13-810748-2,Video Editing,FS007806,0.9947233200073242,Video editing is the manipulation and arrangement of video shots.
132,978-0-13-810748-2,Editing,FS002389,0.9680394530296326,"Editing is the process of selecting and preparing written, photographic, visual, audible, or cinematic material used by a person or an entity to convey a message or information."
133,978-0-13-810748-2-SP,Event Management,FS002725,0.9910111427307128,"Event management is the application of project management to the creation and development of small and/or large-scale personal or corporate events such as festivals, conferences, ceremonies, weddings, formal parties, concerts, or conventions."
134,978-0-13-810748-2-SP,Event Processing,FS002723,0.9735447764396667,"In programming and software design, an event is an action or occurrence recognized by software, often originating asynchronously from the external environment, that may be handled by the software."
135,978-0-13-810748-2-SP,Event Planning,FS002728,0.9504087567329408,"Event Planning is a business discipline concerned with the organization and management of any event, from small meetings to large international exhibitions"
136,978-0-13-810748-2-SP,Web Application Development,FS007947,0.9185115694999696,Web application development is the process of developing a web application
137,978-0-13-810748-2-SP,JavaScript (JS),FS004038,1.0,"JavaScript, or JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
138,978-0-13-810748-2-SP,Debugging,FS002014,0.975051760673523,"In computer programming and software development, debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems."
139,978-0-13-810748-2-SP,Java,FS004029,0.9325265884399414,"Java is a high-level, class-based, object-oriented programming language that is designed to have as few implementation dependencies as possible."
140,978-0-13-810748-2-SP,JavaScript Frameworks,FS004039,0.9976510405540466,A JavaScript framework is a set of libraries that can be used to create Web applications
141,978-0-13-810748-2-SP,Training,FS007554,0.9773259162902832,"Training is teaching, or developing in oneself or others, any skills and knowledge  or fitness that relate to specific useful competencies."
142,978-0-13-810748-2-SP,Web Applications,FS007949,0.9790512323379515,"A web application (or web app) is application software that runs on a web server, unlike computer-based software programs that are run locally on the operating system (OS) of the device."
143,978-0-13-810748-2-SP,Web Development,FS007955,0.9740856885910034,Web development is the work involved in developing a website for the Internet (World Wide Web) or an intranet (a private network).
144,978-0-13-810748-2-SP,HyperText Markup Language (HTML),FS003624,0.9959806203842164,HTML is a markup language used to create documents for the World Wide Web
145,978-0-13-810748-2-SP,Web Pages,FS007960,0.9649032354354858,A web page (or webpage) is a hypertext document provided by a website and displayed to a user in a web browser.
146,978-0-13-810748-2-SP,Web Administration,FS007945,0.9778006076812744,Web administration is the process of managing a website
147,978-0-13-810748-2-SP,Website Management,FS007974,0.995731770992279,The process of managing a website. This includes managing the website's content and user interaction.
148,978-0-13-810748-2-SP,Management,FS004450,0.9418872594833374,"Management (or managing) is the administration of an organization, whether it is a business, a non-profit organization, or a government body."
149,978-0-13-810748-2-SP,Network Architecture,FS005056,0.9947233200073242,"Network architecture is a framework for the specification of a network's physical components and their functional organization and configuration, its operational principles and procedures, as well as communication protocols used."
150,978-0-13-810748-2-SP,Video Editing,FS007806,0.9680394530296326,Video editing is the manipulation and arrangement of video shots.
151,978-0-13-810748-2-SP,Editing,FS002389,0.9583738446235656,"Editing is the process of selecting and preparing written, photographic, visual, audible, or cinematic material used by a person or an entity to convey a message or information."
152,978-0-13-810748-2-SP,Front End Software Engineering,FS003105,0.9536507725715636,Front-end software engineering is a discipline that focuses on development of the user-facing part of a given software application
153,ITS-CompThink-VUE,Artificial Intelligence (AI),FS000456,0.9838745594024658,"Artificial intelligence (AI) is intelligence demonstrated by machines, as opposed to natural intelligence displayed by animals including humans."
154,ITS-CompThink-VUE,Applications Of Artificial Intelligence,FS000391,0.931787610054016,Artificial intelligence applications are systems that apply artificial intelligence techniques to real-world situations
155,ITS-CompThink-VUE,Data Manipulation,FS001938,0.9440400004386902,Data manipulation is the process of manipulating or changing information to make it more organized and readable.
156,ITS-CompThink-VUE,Database Management,FS008263,0.8451642990112305,Database Management is the process of managing a database
157,ITS-CompThink-VUE,General Computing Concepts,FS003185,0.8872541189193726,"General computing concepts are the fundamental, abstract concepts that are shared by all types of computing"
158,ITS-CompThink-VUE,Algorithms,FS000233,0.9788340926170348,"In mathematics and computer science, an algorithm is a finite sequence of well-defined instructions, typically used to solve a class of specific problems or to perform a computation."
159,ITS-CompThink-VUE,Arithmetic,FS000435,0.9145562648773192,"Arithmetic is a branch of mathematics that consists of the study of numbers, especially concerning the properties of the traditional operations  of addition, subtraction, multiplication, division, exponentiation, and extraction of roots."
160,ITS-CompThink-VUE,Problem Solving,FS005816,0.9699773788452148,Problem solving consists of using generic or ad hoc methods in an orderly manner to find solutions to difficulties.
161,ITS-CompThink-VUE,Data Collection,FS001905,0.949121594429016,"Data collection is the process of gathering and measuring information on targeted variables in an established system, which then enables one to answer relevant questions and evaluate outcomes."
162,ITS-CompThink-VUE,Data Analysis,FS001897,0.9419960975646972,"Data analysis is a process of inspecting, cleansing, transforming, and modelling data with the goal of discovering useful information, informing conclusions, and supporting decision-making."
163,ITS-CompThink-VUE,Critical Thinking,FS001797,0.9986782670021056,Critical thinking is the analysis of facts to form a judgment.
164,ITS-CompThink-VUE,Decision Making,FS002017,0.9920367002487184,"In psychology, decision-making (also spelled decision making and decisionmaking) is regarded as the cognitive process resulting in the selection of a belief or a course of action among several possible alternative options."
165,ITS-CompThink-VUE,Data Processing,FS001951,0.9555988311767578,Data processing is the collection and manipulation of items of data to produce meaningful information.
166,ITS-CompThink-VUE,Pattern Recognition,FS005454,0.8935543894767761,Pattern recognition is the automated recognition of patterns and regularities in data.
167,978-0-13-806573-7,User Account Management,FS007706,0.9282151460647584,"User account management is the process of managing and controlling the creation, deletion and modification of user accounts on a computer system"
168,978-0-13-806573-7,Security Management,FS006623,0.9175382256507874,"Security management is the identification of an organization's assets (including people, buildings, machines, systems and information assets), followed by the development, documentation, and implementation of policies and procedures for protecting assets."
169,978-0-13-806573-7,Security Policies,FS006625,0.9905526638031006,"Security policy is a definition of what it means to be secure for a system, organization or other entity."
170,978-0-13-806573-7,Security Controls,FS006617,0.9175381064414978,"Security controls are safeguards or countermeasures to avoid, detect, counteract, or minimize security risks to physical property, information, computer systems, or other assets."
171,978-0-13-806573-7,Threat Detection,FS007476,0.8856784701347351,"Threat detection is the process of identifying, quantifying, and prioritizing (or ranking) the threats to a system"
172,978-0-13-806573-7,Threat Management,FS007477,0.9050883054733276,"Threat management is the process of identifying, analyzing and prioritizing potential threats to an organization's information security and infrastructure"
173,978-0-13-806573-7,Antivirus Software,FS000334,0.975601613521576,"Antivirus software, or antivirus software (abbreviated to AV software), also known as anti-malware, is a computer program used to prevent, detect, and remove malware."
174,978-0-13-806573-7,Email Management,FS002504,0.9535343647003174,Email management is a specific field of communications management for managing high volumes of inbound electronic mail received by organizations.
175,978-0-13-806573-7,Security,FS006611,0.905088484287262,"Security is protection from, or resilience against, potential harm (or other unwanted coercive change) caused by others."
176,978-0-13-806573-7,Network Security,FS005082,0.9673582911491394,"Network security consists of the policies, processes and practices adopted to prevent, detect and monitor unauthorized access, misuse, modification, or denial of a computer network and network-accessible resources."
177,978-0-13-806573-7,Network Management,FS005072,0.9616551399230956,Network management is the process of administering and managing computer networks.
178,978-0-13-806573-7,Network Engineering,FS005066,0.9667633175849916,Network engineering is the administration and management of systems that use computer networks to link multiple users and computers
179,978-0-13-806573-7,Network Administration,FS005054,0.9931280612945556,Network administration is the process of administering a computer network
180,978-0-13-806573-7,Network Infrastructure,FS005069,0.9763430953025818,"Network infrastructure is the physical connecting hardware and structured cabling that enable network connectivity, communication, operations and management of an enterprise network."
181,978-0-13-806573-7,System Administration,FS007247,0.9423192739486694,"System administration is the process of administering a computer system, its software and hardware, and the procedures of an organization"
182,978-0-13-806573-7,Configuration Management,FS001576,0.8573436141014099,"Configuration management (CM) is a systems engineering process for establishing and maintaining consistency of a product's performance, functional, and physical attributes with its requirements, design, and operational information throughout its life."
